NAME,PROCESSOR,RAM,,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM, PRICE ,IMAGE-src
Lenovo Ideapad L340 (81LK00GXIN) Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 128GB SSD/ 3GB Graph/ Win10),Intel Core i5 9th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,AMD Sun Pro,"14 inches, 1366 x 768 pixels",Windows 8 OS," 37,190 ",https://cdn1.smartprix.com/rx-iBd846Wfg-w103-h125/lenovo-flex-2-14d-no.jpg
Lenovo Ideapad 330 (81DE012RIN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 8250U 8th Gen,8 GB DDR4 RAM,,64 GB Hard Disk,NO,ARM G72 MP3,"10.1 inches, 1200 x 1920 pixels",Chrome OS," 20,999 ",https://cdn1.smartprix.com/rx-i3ttZKI5l-w103-h125/lenovo-chromebook-du.webp
Lenovo 15 Ideapad 330 81DE02YGIN Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Graphic card-integrated Graphic,"14 inches, 1366 x 768 pixels",Windows 8 OS," 20,199 ",https://cdn1.smartprix.com/rx-iZI5g9RCL-w103-h125/lenovo-g40-45-notebo.jpg
Lenovo Ideapad S145 (81MV00WWIN) Laptop (8th Gen Core i3/ 8GB/ 1TB HDD/ Win10/ 2GB Graph),Intel Core i3 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Graphics Integrated,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 53,500 ",https://cdn1.smartprix.com/rx-isAfLABmt-w103-h125/lenovo-yoga-500-lapt.jpg
Lenovo Ideapad S540 81NE0020IN Laptop (8th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,HD Graphics 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 32,800 ",https://cdn1.smartprix.com/rx-iXBOjhfLk-w103-h125/lenovo-v130-81hna01r.jpg
Lenovo Ideapad 310 (80SM01LXIH) Laptop (6th Gen Ci3/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 6th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,HD Graphics 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 29,790 ",https://cdn1.smartprix.com/rx-i7qas4UQv-w103-h125/lenovo-v130-81hna00f.jpg
Lenovo IdeaPad 330 (81F500BVIN) Laptop (8th Gen Ci7/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i7 8550U 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 22,899 ",https://cdn1.smartprix.com/rx-ijGkZfLLL-w103-h125/lenovo-b50-80-notebo.jpg
Lenovo Ideapad Slim 3i 81WE007UIN Laptop (10th Gen Core i5/ 8GB/ 1TB/ Win10),Intel Core i5 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"14 inches, 1366 x 768 pixels",Windows 8 OS," 22,529 ",https://cdn1.smartprix.com/rx-iVwYHK8cC-w103-h125/lenovo-b40-80-notebo.jpg
Lenovo Ideapad 330-15IKB (81DE01JXIN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ FreeeDOS/ 4GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"14 inches, 1366 x 768 pixels",Windows 10 OS," 18,500 ",https://cdn1.smartprix.com/rx-iBcrO8rHO-w103-h125/lenovo-b41-35-laptop.jpg
Lenovo Ideapad S145 81UT0079IN Laptop (AMD Ryzen 5/ 8GB/ 1TB/ Win10),Amd Ryzen 5 3rd Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"14 inches, 1366 x 768 pixels",Linux OS," 28,999 ",https://cdn1.smartprix.com/rx-iqxEp3HNI-w103-h125/lenovo-b40-80-notebo.jpg
Lenovo Thinkpad E14 20RAS0NW00 Laptop (10th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10 Home),Intel Core i5 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,integrated,"14 inches, 1366 x 768 pixels",Windows 8 OS," 77,900 ",https://cdn1.smartprix.com/rx-iq5UMDyZc-w103-h125/lenovo-t440p-20awa1d.jpg
Lenovo Ideapad 330S (81F5015YIN) Laptop (7th Gen Core i3/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"15.6 inches, 1366 x 768 pixels",Linux OS," 37,200 ",https://cdn1.smartprix.com/rx-iD11HEhOK-w103-h125/lenovo-g50-80-notebo.jpg
Lenovo Ideapad 330S (81F501GRIN) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated,"14 inches, 1366 x 768 pixels",Linux OS," 21,849 ",https://cdn1.smartprix.com/rx-iCKdy21gU-w103-h125/lenovo-b40-80-80f600.jpg
Lenovo Ideapad S145 (81MV00WRIN) Laptop (8th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),Intel Core i5 8th Gen,8 GB DDR4 RAM,,,512 GB SSD,Integrated,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 1,09,000 ",https://cdn1.smartprix.com/rx-i0Is9b1Nh-w103-h125/lenovo-yoga-5g-lapto.jpg
Lenovo E490 20N8S0JD00 Laptop (8th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10 Pro/ 2GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Integrated AMD Graphics,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS," 32,490 ",https://cdn1.smartprix.com/rx-i94KFo6aQ-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad S340 (81N7009VIN) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Integrated AMD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 25,000 ",https://cdn1.smartprix.com/rx-ilqmAqWUq-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo IdeaPad 330 (81F400MKIN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10 Home),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated AMD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,499 ",https://cdn1.smartprix.com/rx-ijdm9CDWu-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Ideapad 320 (80X400EXIN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Integrated Graphic,"15.6 inches, 1366 x 786 pixels",DOS OS," 16,990 ",https://cdn1.smartprix.com/rx-iMDOc9yJD-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Ideapad 320 (80XL045JIN) Laptop (7th Gen Ci7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphic,"15.6 inches, 1366 x 786 pixels",Windows 10 OS," 20,999 ",https://cdn1.smartprix.com/rx-iXbNxYU30-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Ideapad 320 (80XH01HBIN) Laptop (6th Gen Ci3/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 6th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Integrated Graphics,"14 inches, 1366 x 768 pixels",Windows 10 OS," 28,173 ",https://cdn1.smartprix.com/rx-isptv0EUY-w103-h125/lenovo-81f8001cin-la.jpg
Lenovo Ideapad L340 81LK00JSIN Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i5 9th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphics,"14 inches, 1366 x 768 pixels",DOS OS," 24,390 ",https://cdn1.smartprix.com/rx-i5UOWOWOI-w103-h125/lenovo-ideapad-s400.jpg
Lenovo IdeaPad 330 (81F500BXIN) Laptop (8th Gen Ci5/ 8GB / 1TB/ Win10 Home/ 4GB Graph),Intel Core i5 8250U 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphics,13.17 inches,Windows 8 OS," 33,413 ",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo Thinkpad E14 20RAS0F600 Laptop (10th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10 Home),Intel Core i5 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphics,"14 inches, 1366 x 768 pixels",Windows 8 OS," 28,206 ",https://cdn1.smartprix.com/rx-icNG0UsKx-w103-h125/lenovo-ideapad-s400.jpg
Lenovo IP 520 (80YL00RXIN) Laptop (7th Gen Ci7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphics,"12.87 inches, 1366 x 768 pixels",DOS OS," 35,722 ",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo V330 (81B0A00TIH) Laptop (8th Gen Core i7/ 8GB/ 1TB/ FreeDOS),Intel Core i7 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated Graphics,15.6 inches,Windows 8 OS," 25,399 ",https://cdn1.smartprix.com/rx-ihjsYNwOA-w103-h125/lenovo-essential-g58.jpg
Lenovo Legion Y520-15IKBN (80WK00X2IN) Laptop (7th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,320 GB Hard Disk,NO,Integrated HD Graphics 3000,"15.6 inches, 1366 x 768 pixels",DOS OS," 28,340 ",https://cdn1.smartprix.com/rx-igdQ3w9n1-w103-h125/lenovo-essential-g57.jpg
Lenovo Legion Y530 (81FV00NGIN) Laptop (8th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Integrated HD Graphics 4000,"15.6 inches, 1366 x 768 pixels",DOS OS," 35,500 ",https://cdn1.smartprix.com/rx-i7J6WDHHR-w103-h125/lenovo-essential-g58.jpg
Lenovo IdeaPad 510 (80SV011VIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,,256 GB SSD,Integrated UHD Graphics 620,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 1,14,000 ",https://cdn1.smartprix.com/rx-iSsgtnNtJ-w103-h125/lenovo-thinkpad-x1-c.jpg
Lenovo Ideapad 330s 81F500JMIN Laptop (7th Gen Core i3/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i7 7th Gen,8 GB DDR4 RAM,,320 GB Hard Disk,NO,Intel,"14.1 inches, 1366 x 768 pixels",Windows 7 OS," 34,500 ",https://cdn1.smartprix.com/rx-iFw8KouEc-w103-h125/lenovo-e49-laptop-pr.jpg
Lenovo Ideapad L340 81LK004LIN Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB/ 3GB Graph/ Win10),Intel Core i5 9th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel,"14 inches, 1920 x 1080 pixels",Windows 7 OS," 45,499 ",https://cdn1.smartprix.com/rx-iuonuowFF-w103-h125/lenovo-thinkpad-e450.jpg
Lenovo Ideapad 330 (81D2008WIN) Lpatop (Ryzen 5 Quad Core/ 8GB/ 1TB/ freeDOS),Ryzen 5,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel,"14.1 inches, 1366 x 768 pixels",DOS OS," 29,990 ",https://cdn1.smartprix.com/rx-iHmowhj2T-w103-h125/lenovo-b4070-b-serie.jpg
Lenovo Ideapad 3 15IIL05  81WE00RNIN Laptop (10th Gen Core i5 / 8GB/ 1TB/ Win10 Home),Intel Core i5 10th Gen,8 GB DDR4 RAM,,,128 GB SSD,Intel GMA HD,"13.3 inches, 1920 x 1080 pixels",Windows 10 OS," 45,502 ",https://cdn1.smartprix.com/rx-iromPHgIf-w103-h125/lenovo-chao-7000-lap.jpg
Lenovo Ideapad 320 (80XH01QGIH) Laptop (6th Gen Core i3/ 8GB/ 1TB/ Win 10/ 2GB Graph),Intel Core i3 6th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14.1 inches, 1366 x 768 pixels",Windows 10 OS," 45,500 ",https://cdn1.smartprix.com/rx-iNzlf3Xgy-w103-h125/lenovo-b41-80-busine.jpg
Lenovo Ideapad 330 (81DE008PIN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10),Intel Core i5 8250U 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",DOS OS," 46,800 ",https://cdn1.smartprix.com/rx-iwGaMt5WS-w103-h125/lenovo-thinkpad-e460.jpg
Lenovo IP 520 (80YL00PXIN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 30,490 ",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo Ideapad 510 (80SV001SIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 24,990 ",https://cdn1.smartprix.com/rx-iOJqtceeo-w103-h125/lenovo-ideapad-100-1.jpg
Lenovo Ideapad 320E (80XH0169IN) Laptop (6th Gen Ci3/ 8GB/ 1TB/ FreeDOS),Intel Core i3 6006U 6th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",DOS OS," 37,200 ",https://cdn1.smartprix.com/rx-it1Y6ltir-w103-h125/lenovo-thinkpad-e450.jpg
Lenovo Ideapad L340 81LK00JGIN Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i5 9th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",Windows 10 OS," 37,390 ",https://cdn1.smartprix.com/rx-iC3hGCdkR-w103-h125/lenovo-g40-80-notebo.jpg
Lenovo Ideapad 330-15IKB (81DE01K0IN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 22,806 ",https://cdn1.smartprix.com/rx-i0t0v6mUG-w103-h125/lenovo-ideapad-100-l.jpg
Lenovo Ideapad S145 81VD0086IN Laptop (8th Gen Core i3/ 8GB/ 1TB/ Win10 Home),Intel Core i3 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 22,199 ",https://cdn1.smartprix.com/rx-iC4kHL70E-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo L340 81LK004NIN Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 128GB SSD/ Win10 Home/ 4GB Graph),Intel Core i5 9th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.5 inches, 1920 x 1080 pixels",DOS OS," 30,990 ",https://cdn1.smartprix.com/rx-iUQfrCl0W-w103-h125/lenovo-v110-80tl016l.jpg
Lenovo Ideapad 320 (80XV00YDIN) Laptop (7th Gen APU Dual Core A9/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),AMD A9 APU 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",Windows OS," 44,500 ",https://cdn1.smartprix.com/rx-iDXZjFM9j-w103-h125/lenovo-thinkpad-e470.jpg
Lenovo IdeaPad 330S (81F500A8IN) Laptop (8th Gen Ci5/ 8GB / 1TB/ Win10 Home/ 2GB Graph),Intel 8250U Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 786 pixels",DOS OS," 28,489 ",https://cdn1.smartprix.com/rx-iMxTcWCUk-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo Ideapad 310 (80SM01EFIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 33,990 ",https://cdn1.smartprix.com/rx-ieuAVnS65-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo IdeaPad 15IMH05 81Y400BPIN Gamimg Laptop (10th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 10th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 27,490 ",https://cdn1.smartprix.com/rx-iUKSw6S7K-w103-h125/lenovo-v110-80tl009m.jpg
Lenovo Ideapad L340 81LG0098IN Laptop (8th Gen Core i5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows OS," 39,290 ",https://cdn1.smartprix.com/rx-iLX1INO1P-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad 330-15IKB (81DE033XIN) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 29,800 ",https://cdn1.smartprix.com/rx-iAMA226Yg-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo Ideapad 320 (80XL0375IN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Free DOS/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows OS," 47,499 ",https://cdn1.smartprix.com/rx-iAkxHU98q-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad 330 (81DE012TIN) Laptop (8th Gen Ci7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 8550U 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 87,265 ",https://cdn1.smartprix.com/rx-isBLVD9Zd-w103-h125/lenovo-ideapad-300-8.jpg
Lenovo Ideapad S340 81VV00DXIN Laptop (10th Gen Core i3/ 8GB/ 1TB/ Win10 Home),Intel Core i3 10th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 30,990 ",https://cdn1.smartprix.com/rx-i5JnN74ox-w103-h125/lenovo-ideapad-110-1.jpg
Lenovo Legion Y7000 Gaming Laptop (8th Gen Ci7/ 8GB/ 1TB 128GB/ Win10/ 4GB Graph),Intel Core i7 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows OS," 27,000 ",https://cdn1.smartprix.com/rx-iZy7C0stl-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Ideapad 320 (80XL0410IN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",Windows 8 OS," 23,660 ",https://cdn1.smartprix.com/rx-idImbyBqB-w103-h125/lenovo-g40-30-80fy00.jpg
Lenovo Ideapad L340 81LK01J6IN Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 9th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",DOS OS," 21,090 ",https://cdn1.smartprix.com/rx-ikgmHMenn-w103-h125/lenovo-ideapad-100-8.jpg
Lenovo Ideapad 330 (81DE01K4IN) Laptop (8th Gen Ci7/ 8GB/ 1TB/ FreeDOS/ 4GB Graph),Intel Core i7 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 26,500 ",https://cdn1.smartprix.com/rx-iuGGx3sYJ-w103-h125/lenovo-g50-30-laptop.jpg
Lenovo Ideapad S340 81VV00FNIN Laptop (10th Gen Core i3/ 8GB/ 1TB/ Win10 Home),Intel Core i3 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS," 56,490 ",https://cdn1.smartprix.com/rx-i9OApLPtM-w103-h125/lenovo-yoga-500-lapt.jpg
Lenovo Legion Y540 81SX0041IN Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 6GB Graph),Intel Core i5 9th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,299 ",https://cdn1.smartprix.com/rx-io1gwSlTO-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo IP 520 (80YL00R8IN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",Windows 8.1 OS," 42,749 ",https://cdn1.smartprix.com/rx-iVyVTqNLn-w103-h125/lenovo-g40-80-notebo.jpg
Lenovo Ideapad S540 81NG00BWIN Laptop (10th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 2GB Graphics),Intel Core i7 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows OS," 25,490 ",https://cdn1.smartprix.com/rx-i2wLKrNen-w103-h125/lenovo-ideapad-100-8.jpg
Lenovo Legion Y530 (81FV00Q2IN) Laptop (8th Gen Core i7/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),Intel Core i7 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 37,349 ",https://cdn1.smartprix.com/rx-inPOCDJ9c-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Ideapad 320 (80XH01NSIN) Laptop (6th Gen Ci3/ 8GB/ 1TB/ Win10),Intel Core i3 6th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",DOS OS," 33,539 ",https://cdn1.smartprix.com/rx-irjj5hSWs-w103-h125/lenovo-thinkpad-e450.jpg
Lenovo Thinkpad L480 (20LSS09C00) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10),Intel Core i5 8th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",Windows OS," 29,990 ",https://cdn1.smartprix.com/rx-inPbm94r6-w103-h125/lenovo-thinkpad-e450.jpg
Lenovo IdeaPad 15IMH05 81Y400BQIN Gaming Laptop (10th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 10th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"14 inches, 1366 x 768 pixels",DOS OS," 25,499 ",https://cdn1.smartprix.com/rx-iw0YZLneC-w103-h125/lenovo-b40-80-80f600.jpg
Lenovo Yoga 510 (80VB00CFIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 39,090 ",https://cdn1.smartprix.com/rx-iofPNIavH-w103-h125/lenovo-essential-g50.jpg
Lenovo Legion Y520 Notebook (7th Gen Ci7/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i7 7th Gen,8 GB DDR4 RAM,,750 GB Hard Disk,NO,Intel HD 3000,"13.3 inches, 1366 x 768 pixels",Windows 7 OS," 38,000 ",https://cdn1.smartprix.com/rx-it34t1e8d-w103-h125/lenovo-ideapad-z-ser.jpg
Lenovo Ideapad 510 (80SV001PIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,500 GB Hard Disk,NO,Intel HD 4400,"14 inches, 1366 x 768 pixels",DOS OS," 36,000 ",https://cdn1.smartprix.com/rx-iFICdhWe7-w103-h125/lenovo-b40-70-59-425.jpg
Lenovo Ideapad 330 (81D20091IN ) Laptop (Ryzen 5 Quad Core/ 8GB/ 1TB/ Win10 Home),Ryzen 5,8 GB DDR4 RAM,,,512 GB SSD,Intel HD 4400,"14 inches, 2560 x 1440 pixels",Windows 8 OS," 1,47,000 ",https://cdn1.smartprix.com/rx-iGsbj0viu-w103-h125/lenovo-thinkpad-x1-2.jpg
Lenovo Ideapad L340 81LK017SIN Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 9th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD 505,"15.6 inches, 1366 x 768 pixels",Windows OS," 22,992 ",https://cdn1.smartprix.com/rx-iuHY3rawn-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo Ideapad 320-15IKB (80XL034WIN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD 505,"15.6 inches, 1366 x 768 pixels",DOS OS," 22,399 ",https://cdn1.smartprix.com/rx-iwM4BTdMP-w103-h125/lenovo-ip-320-80xr01.jpg
Lenovo Ideapad 330 (81FK00CVIN) Laptop (8th Gen Ci7/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),Intel Core i7 8th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD 505,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 10 OS," 31,490 ",https://cdn1.smartprix.com/rx-i3aLo6Exn-w103-h125/lenovo-yoga-310-80u2.jpg
Lenovo Ideapad 310 (80TV00XXIH) Laptop (7th Gen Ci5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5 7th Gen,8 GB DDR4 RAM,,1 TB Hard Disk,NO,Intel HD 505,"15.6 inches, 1366 x 768 pixels",DOS OS," 21,790 ",https://cdn1.smartprix.com/rx-i49MelSZS-w103-h125/lenovo-ideapad-320-8.jpg
